iteration,total_runs,obs_realization,par_realization,forecast_compliance,forecast_receptor,forecast_recovery,forecast_inflow,head_compliance,head_landholder,head_receptor,budget_mineinflow
1,257,real_0057,real_0057,0,0,0,0,12.7627,3.58047,7.68199,4.52748
1,257,real_0058,real_0058,0,0,0,0,21.2322,2.99699,0.94142,1.56257
1,257,real_0059,real_0059,0,0,0,0,1.21773,0.900741,5.94973,0.0168203
1,257,real_0060,real_0060,0,0,0,0,13.7921,1.07873,2.64803,0.699925
1,257,real_0061,real_0061,0,0,0,0,7.92711,0.402975,3.66554,3.35207
1,257,real_0062,real_0062,0,0,0,0,14.5558,0.482138,0.674833,1.10688
1,257,real_0063,real_0063,0,0,0,0,1.33292,2.60599,1.14233,1.27306
1,257,real_0064,real_0064,0,0,0,0,2.57171,0.833796,0.663752,1.49486
1,257,real_0065,real_0065,0,0,0,0,35.3741,0.962553,2.0785,0.605063
1,257,real_0066,real_0066,0,0,0,0,2.66209,0.326404,0.174381,0.0783282
1,257,real_0067,real_0067,0,0,0,0,39.3086,1.2347,3.97494,0.374746
1,257,real_0068,real_0068,0,0,0,0,37.1477,0.112885,1.36833,5.25253
1,257,real_0069,real_0069,0,0,0,0,9.06392,1.20093,3.97917,1.34012
1,257,real_0070,real_0070,0,0,0,0,29.7833,1.87144,7.34936,0.132054
1,257,real_0071,real_0071,0,0,0,0,19.3027,0.545127,0.293782,1.3087
1,257,real_0072,real_0072,0,0,0,0,6.79231,0.248941,2.81449,0.182296
1,257,real_0073,real_0073,0,0,0,0,0.682623,5.34081,8.47862,0.315433
1,257,real_0074,real_0074,0,0,0,0,8.75903,0.437661,0.243269,0.0770111
1,257,real_0075,real_0075,0,0,0,0,3.13101,1.88353,2.9476,0.653996
1,257,real_0076,real_0076,0,0,0,0,1.26905,1.12501,0.97633,0.273687
1,257,real_0078,real_0078,0,0,0,0,10.9031,1.1247,4.59088,0.0434452
1,257,real_0079,real_0079,0,0,0,0,1.44532,0.933748,1.11336,0.0646839
1,257,real_0080,real_0080,0,0,0,0,3.1821,0.299307,1.65571,0.396589
1,257,real_0081,real_0081,0,0,0,0,1.66483,0.975415,1.04,0.51406
1,257,real_0083,real_0083,0,0,0,0,32.3258,7.16181,9.29119,0.503942
1,257,real_0084,real_0084,0,0,0,0,8.8139,2.45895,5.20724,0.303782
1,257,real_0085,real_0085,0,0,0,0,29.539,0.0669854,1.33162,0.222344
1,257,real_0086,real_0086,0,0,0,0,71.2612,0.810377,1.37833,0.841128
1,257,real_0087,real_0087,0,0,0,0,79.1315,3.65837,11.8012,7.91311
1,257,real_0088,real_0088,0,0,0,0,15.4394,0.684883,10.5622,1.91649
1,257,real_0089,real_0089,0,0,0,0,24.8678,0.181491,0.753693,2.22037
1,257,real_0090,real_0090,0,0,0,0,9.53665,0.0213966,0.185853,0.355759
1,257,real_0091,real_0091,0,0,0,0,10.3119,0.147659,0.0611924,0.715027
1,257,real_0092,real_0092,0,0,0,0,33.9376,0.0998895,1.51216,1.19214
1,257,real_0093,real_0093,0,0,0,0,1.22119,0.0300314,0.344542,0.236084
1,257,real_0094,real_0094,0,0,0,0,7.65072,2.52509,3.56781,1.0752
1,257,real_0095,real_0095,0,0,0,0,10.2281,1.36714,1.46608,0.398171
1,257,real_0096,real_0096,0,0,0,0,17.0693,0.587363,3.24975,1.19305
1,257,real_0097,real_0097,0,0,0,0,9.27567,3.9009,11.9222,0.0709799
1,257,real_0098,real_0098,0,0,0,0,64.2897,1.43758,4.89832,3.11843
1,257,real_0099,real_0099,0,0,0,0,4.38605,0.943154,0.0182799,1.97759
