parnme,n_realizations,mean,std,min,p05,p50,p95,max
pp_main_033,58,-0.06800533534250174,0.31052705321563484,-0.7473972601506118,-0.5020994838271097,-0.0869115858761017,0.4547599869898408,0.8603657949768971
pp_main_034,58,-0.026319083707974648,0.39359708247179115,-1.005840484386261,-0.6157599790303946,-0.08915039588936705,0.6459959178985988,1.0149367382007803
pp_main_035,58,0.0331315787078942,0.34534419549227385,-0.7877910827186076,-0.5813957159601049,0.04860662324011449,0.5942207681589904,0.9805255499785631
pp_upper_001,58,0.05193929317888127,0.2962786336134146,-0.5198186587063119,-0.366512711734177,0.0647344906796015,0.4725653037081189,0.9775334469519414
pp_upper_002,58,0.06199659586484583,0.26312096109577165,-0.5748793296553654,-0.3500023451182504,0.08252094425374049,0.4685497046898924,0.7685241692781404
pp_upper_003,58,0.09249591654985408,0.32064196411205054,-0.5871305478743518,-0.42232598400345267,0.08819007781569248,0.5135895828027295,1.0
pp_upper_004,58,0.10964081001128466,0.30150504504206604,-0.5758366415048722,-0.31348951281804216,0.1010706534509524,0.6661189355081693,0.6949367089517833
pp_upper_005,58,0.0014866546306525636,0.29753267859600524,-0.8709212408539153,-0.43053181466673096,-0.02518808029022532,0.5070959609586241,0.597684533067387
pp_upper_006,58,0.07854451918848272,0.2728372613289437,-0.4216604113837534,-0.29890494891928365,0.08880753468135376,0.48534556016584035,0.8133553567324843
pp_upper_007,58,0.057550219244192034,0.29501889183903734,-0.5987083366530628,-0.46012074526449376,0.046931923473037596,0.607614385567854,0.767263449902557
pp_upper_008,58,0.08582687217775886,0.33131868019025396,-0.508862885474133,-0.3713890192058694,0.11649030794573995,0.6235162186667751,0.8891786436238275
pp_upper_009,58,0.05098134955257028,0.19814111045510513,-0.4155083103462374,-0.24639972398353277,0.04332889815875454,0.3120979880929565,0.5874600135983797
pp_upper_010,58,0.007905820740141156,0.3540960290379259,-0.6263285401661599,-0.5340054997241099,0.014350174479660978,0.637346235457991,0.9165400933155041
pp_upper_011,58,0.08612991357259249,0.2726189313482894,-0.6920206103856834,-0.30747051892547067,0.12245634267614555,0.4395118544459799,0.7234301787365339
pp_upper_012,58,0.09294941821673809,0.3375450988178239,-0.8550459420355379,-0.38339718540458867,0.08352900387439481,0.6713488684011236,0.8017860501487506
pp_upper_013,58,0.011934373894648683,0.3336711903498332,-0.7306220126074655,-0.5395403656256408,-0.02011847057131371,0.48680296557278074,0.9626872066808644
pp_upper_014,58,0.05455434351112251,0.3235916332387742,-0.789454339357928,-0.5138393509966614,0.054971150579794584,0.5968396322773901,0.7418344706052739
pp_upper_015,58,0.028494406114651448,0.34829200311865466,-0.9424799158527596,-0.5422156574738554,0.058709700457279954,0.5293830881598203,0.7831103551518722
rch_mult,58,1.0195118151285545,0.10147155048083203,0.765715151985789,0.8684116281519226,1.0352999900469249,1.15236864273261,1.2462167747556816
riverbedk_mult,58,0.9735409540127027,0.17125747127127972,0.5654638556153495,0.7219899801480718,0.9569671915069898,1.278503760564103,1.4312437756301064
